,Rel Hum_%,Wind Speed_km/h,Press_kPa,Weather,Visiblity
6921,76,24,99.51,Mostly Cloudy,24.1
6922,78,20,99.5,Cloudy,24.1
6923,76,17,99.61,Rain Showers,24.1
6924,69,22,99.63,Mostly Cloudy,24.1
6925,69,28,99.64,Mostly Cloudy,24.1
6926,57,30,99.65,Mostly Cloudy,48.3
6927,62,28,99.7,Mostly Cloudy,24.1
6928,65,30,99.7,Mostly Cloudy,24.1
6929,65,33,99.69,Mostly Cloudy,24.1
6930,72,32,99.7,Mostly Cloudy,25.0
6931,74,30,99.72,Mostly Cloudy,25.0
6932,73,30,99.76,Mainly Clear,25.0
6933,70,26,99.74,Mainly Clear,25.0
6934,62,32,99.73,Mostly Cloudy,25.0
6935,57,28,99.75,Mostly Cloudy,25.0
6936,66,28,99.81,Mainly Clear,25.0
6937,69,24,99.89,Mostly Cloudy,25.0
6938,67,30,99.88,Mainly Clear,25.0
6939,75,19,99.88,Mostly Cloudy,25.0
6940,78,22,99.94,Cloudy,25.0
6941,81,19,99.99,Cloudy,25.0
6942,74,28,100.05,Mostly Cloudy,24.1
6943,75,15,100.18,Mostly Cloudy,24.1
6944,71,22,100.24,Mainly Clear,24.1
6945,72,19,100.27,Mostly Cloudy,24.1
6946,66,26,100.3,Mostly Cloudy,24.1
6947,64,22,100.34,Mostly Cloudy,24.1
6948,65,28,100.35,Cloudy,24.1
6949,61,24,100.38,Mostly Cloudy,24.1
6950,58,30,100.37,Mostly Cloudy,24.1
6951,58,32,100.39,Mostly Cloudy,24.1
6952,55,28,100.43,Mostly Cloudy,24.1
6953,58,20,100.47,Mainly Clear,24.1
6954,62,15,100.54,Mainly Clear,25.0
6955,70,9,100.57,Mainly Clear,25.0
6956,75,7,100.63,Clear,25.0
6957,78,11,100.66,Clear,25.0
6958,72,7,100.73,Clear,25.0
6959,86,7,100.75,Clear,25.0
6960,79,11,100.8,Clear,25.0
6961,85,9,100.86,Clear,25.0
6962,85,7,100.91,Clear,25.0
6963,82,6,100.92,Mostly Cloudy,25.0
6964,84,7,100.96,Mostly Cloudy,25.0
6965,84,0,100.95,Mostly Cloudy,25.0
6966,85,0,100.98,Mainly Clear,24.1
6967,83,0,101.02,Clear,24.1
6968,74,0,101.06,Mainly Clear,24.1
6969,81,6,101.08,Mainly Clear,24.1
6970,58,6,101.08,Mainly Clear,24.1
6971,58,6,101.02,Mainly Clear,48.3
6972,55,7,100.97,Mainly Clear,48.3
6973,52,6,100.9,Mostly Cloudy,48.3
6974,52,0,100.88,Mostly Cloudy,48.3
6975,52,4,100.86,Mostly Cloudy,48.3
6976,54,4,100.87,Mostly Cloudy,48.3
6977,59,11,100.87,Mostly Cloudy,24.1
6978,65,7,100.94,Mostly Cloudy,25.0
6979,58,7,100.93,Cloudy,25.0
6980,56,9,100.92,Mostly Cloudy,25.0
6981,58,11,100.92,Mostly Cloudy,25.0
6982,60,7,100.93,Mostly Cloudy,25.0
6983,66,11,100.9,Cloudy,25.0
6984,65,6,100.92,Cloudy,25.0
6985,68,4,100.92,Cloudy,25.0
6986,66,4,100.92,Mostly Cloudy,25.0
6987,78,9,100.91,Mostly Cloudy,25.0
6988,79,11,100.92,Mostly Cloudy,25.0
6989,78,11,100.94,Mostly Cloudy,25.0
6990,80,11,100.96,Mostly Cloudy,48.3
6991,68,9,100.98,Mainly Clear,48.3
6992,64,6,101.02,Mostly Cloudy,48.3
6993,59,15,100.99,Mainly Clear,48.3
6994,54,15,100.97,Mainly Clear,48.3
6995,47,15,100.94,Mainly Clear,48.3
6996,45,17,100.9,Mainly Clear,48.3
6997,45,22,100.85,Mainly Clear,48.3
6998,41,28,100.78,Mainly Clear,48.3
6999,37,26,100.78,Mostly Cloudy,48.3
7000,38,28,100.69,Mostly Cloudy,48.3
7001,45,15,100.74,Mostly Cloudy,48.3
7002,48,17,100.8,Mostly Cloudy,25.0
7003,50,15,100.86,Mainly Clear,25.0
7004,54,17,100.9,Mostly Cloudy,25.0
7005,59,17,100.95,Mostly Cloudy,25.0
7006,57,19,100.99,Mostly Cloudy,25.0
7007,62,15,100.96,Mostly Cloudy,25.0
7008,66,17,100.94,Mainly Clear,25.0
7009,67,17,100.92,Mainly Clear,25.0
7010,68,15,100.92,Mainly Clear,25.0
7011,67,19,100.94,Cloudy,25.0
7012,70,13,100.96,Rain Showers,25.0
7013,82,17,100.96,Rain Showers,19.3
7014,91,15,100.91,"Rain,Fog",9.7
7015,91,17,101.0,"Rain,Fog",9.7
7016,91,13,100.92,Rain,16.1
7017,86,24,100.77,Cloudy,24.1
7018,87,24,100.79,Rain Showers,25.0
7019,92,9,100.79,Rain,19.3
7020,91,11,100.77,Rain,16.1
7021,92,17,100.64,Rain,12.9
7022,94,15,100.55,"Rain,Fog",8.0
7023,92,13,100.45,"Rain,Fog",9.7
7024,96,7,100.45,"Rain,Fog",3.2
7025,94,17,100.38,"Rain,Fog",6.4
7026,94,22,100.29,Rain,12.9
7027,93,7,100.29,Rain,9.7
7028,94,19,100.13,Rain,12.9
7029,92,17,100.16,Mostly Cloudy,24.1
7030,93,7,100.15,Cloudy,16.1
7031,92,11,100.1,Cloudy,16.1
7032,94,13,100.02,Cloudy,16.1
7033,96,15,99.97,Fog,6.4
7034,96,19,99.84,Fog,4.8
7035,96,13,99.83,"Rain Showers,Fog",6.4
7036,97,7,99.83,Cloudy,11.3
7037,97,4,99.84,Fog,8.0
7038,100,4,99.87,Fog,0.4
7039,99,4,99.88,Fog,2.4
7040,99,4,99.89,Fog,1.0
7041,96,4,99.89,Fog,9.7
7042,83,15,99.87,Mainly Clear,24.1
7043,76,19,99.93,Mostly Cloudy,24.1
7044,67,20,99.89,Mostly Cloudy,48.3
7045,64,11,99.75,Mainly Clear,48.3
7046,64,22,99.79,Mostly Cloudy,48.3
7047,61,22,99.75,Mostly Cloudy,24.1
7048,73,15,99.9,Rain Showers,24.1
7049,76,11,99.95,Rain Showers,24.1
7050,71,19,100.01,Mainly Clear,25.0
7051,68,20,100.04,Clear,25.0
7052,70,17,100.06,Mainly Clear,25.0
7053,72,13,100.07,Mainly Clear,25.0
7054,75,11,100.05,Mainly Clear,25.0
7055,77,19,100.05,Mainly Clear,25.0
7056,82,13,100.07,Mainly Clear,25.0
7057,81,19,100.14,Mostly Cloudy,25.0
7058,81,19,100.15,Cloudy,25.0
7059,79,26,100.15,Cloudy,25.0
7060,81,22,100.15,Mostly Cloudy,25.0
7061,81,24,100.15,Rain Showers,25.0
7062,84,30,100.21,Cloudy,25.0
7063,83,28,100.26,Mostly Cloudy,24.1
7064,77,35,100.29,Mostly Cloudy,24.1
7065,74,26,100.27,Mostly Cloudy,24.1
7066,71,32,100.31,Mostly Cloudy,24.1
7067,70,33,100.33,Mostly Cloudy,24.1
7068,66,32,100.3,Mostly Cloudy,24.1
7069,62,32,100.3,Cloudy,24.1
7070,63,28,100.33,Mostly Cloudy,24.1
7071,64,32,100.39,Cloudy,24.1
7072,64,30,100.44,Cloudy,24.1
7073,66,28,100.51,Cloudy,25.0
7074,68,22,100.56,Mostly Cloudy,25.0
7075,68,22,100.6,Mostly Cloudy,25.0
7076,67,20,100.63,Mostly Cloudy,25.0
7077,72,22,100.66,Cloudy,25.0
7078,72,15,100.72,Mostly Cloudy,25.0
7079,74,17,100.75,Mostly Cloudy,25.0
7080,73,32,100.73,Mainly Clear,25.0
7081,75,26,100.77,Mainly Clear,25.0
7082,77,24,100.81,Mainly Clear,25.0
7083,80,17,100.84,Mainly Clear,25.0
7084,79,19,100.84,Mainly Clear,25.0
7085,80,24,100.9,Clear,25.0
7086,81,15,100.95,Clear,25.0
7087,79,15,101.0,Mainly Clear,24.1
7088,72,22,101.04,Mostly Cloudy,24.1
7089,74,24,101.08,Mostly Cloudy,24.1
7090,68,26,101.01,Mainly Clear,48.3
7091,65,30,101.06,Mainly Clear,48.3
7092,61,24,101.03,Mainly Clear,48.3
7093,59,24,101.0,Mainly Clear,48.3
7094,52,22,101.04,Mainly Clear,48.3
7095,52,28,101.05,Mainly Clear,48.3
7096,53,15,101.06,Mainly Clear,48.3
7097,56,20,101.11,Mainly Clear,24.1
7098,64,19,101.16,Mainly Clear,25.0
7099,69,13,101.21,Clear,25.0
7100,74,13,101.24,Mainly Clear,25.0
7101,80,9,101.29,Clear,25.0
7102,83,7,101.34,Mainly Clear,25.0
7103,87,0,101.34,Clear,25.0
7104,86,6,101.36,Clear,25.0
7105,87,4,101.38,Clear,25.0
7106,89,9,101.4,Clear,25.0
7107,89,7,101.42,Clear,25.0
7108,89,4,101.47,Clear,25.0
7109,88,6,101.54,Clear,25.0
7110,89,6,101.59,Mainly Clear,24.1
7111,91,0,101.68,Mainly Clear,24.1
7112,85,11,101.71,Mostly Cloudy,24.1
7113,74,9,101.75,Mostly Cloudy,24.1
7114,72,4,101.73,Mostly Cloudy,24.1
7115,65,0,101.69,Mostly Cloudy,24.1
7116,61,0,101.62,Mainly Clear,24.1
7117,56,4,101.59,Mostly Cloudy,24.1
7118,53,6,101.58,Mostly Cloudy,24.1
7119,58,11,101.57,Mostly Cloudy,24.1
7120,58,11,101.57,Mostly Cloudy,24.1
7121,61,9,101.6,Mainly Clear,24.1
7122,74,0,101.64,Mainly Clear,25.0
7123,69,0,101.7,Mainly Clear,25.0
7124,75,0,101.72,Mainly Clear,25.0
7125,74,0,101.73,Mainly Clear,25.0
7126,82,7,101.76,Mainly Clear,25.0
7127,59,13,101.79,Clear,25.0
7128,54,13,101.81,Clear,25.0
7129,65,13,101.83,Clear,25.0
7130,69,7,101.9,Clear,25.0
7131,66,7,101.9,Clear,25.0
7132,78,9,101.91,Clear,25.0
7133,74,9,101.93,Clear,25.0
7134,79,7,101.94,Clear,48.3
7135,78,11,101.99,Clear,48.3
7136,63,11,102.03,Clear,48.3
7137,59,15,102.02,Mainly Clear,48.3
7138,52,17,102.0,Mostly Cloudy,48.3
7139,53,11,101.93,Mostly Cloudy,48.3
7140,52,11,101.86,Mostly Cloudy,48.3
7141,46,6,101.79,Mainly Clear,48.3
7142,39,6,101.75,Mostly Cloudy,48.3
7143,37,11,101.73,Mostly Cloudy,48.3
7144,39,11,101.75,Mostly Cloudy,48.3
7145,40,17,101.78,Mostly Cloudy,48.3
7146,47,13,101.83,Cloudy,25.0
7147,49,7,101.82,Mostly Cloudy,25.0
7148,45,11,101.85,Mostly Cloudy,25.0
7149,42,6,101.88,Mostly Cloudy,25.0
7150,44,9,101.87,Mostly Cloudy,25.0
7151,43,15,101.9,Mostly Cloudy,25.0
7152,43,17,101.9,Cloudy,25.0
7153,46,15,101.92,Mostly Cloudy,25.0
7154,52,15,101.89,Mostly Cloudy,25.0
7155,58,13,101.84,Mainly Clear,25.0
7156,59,15,101.85,Mainly Clear,25.0
7157,68,17,101.89,Mostly Cloudy,25.0
7158,78,17,101.9,Mainly Clear,24.1
7159,80,19,101.93,Mostly Cloudy,24.1
7160,77,22,101.94,Mostly Cloudy,48.3
7161,62,17,101.97,Mostly Cloudy,48.3
7162,58,9,101.89,Cloudy,48.3
7163,56,11,101.89,Cloudy,24.1
7164,50,13,101.77,Cloudy,24.1
7165,51,11,101.71,Cloudy,24.1
7166,51,17,101.66,Mostly Cloudy,24.1
7167,51,19,101.59,Mainly Clear,24.1
7168,54,15,101.59,Mostly Cloudy,24.1
7169,56,19,101.55,Mostly Cloudy,24.1
7170,63,15,101.54,Mostly Cloudy,25.0
7171,67,15,101.53,Clear,25.0
7172,71,15,101.51,Clear,25.0
7173,75,13,101.51,Clear,25.0
7174,79,13,101.47,Clear,25.0
7175,83,9,101.45,Clear,25.0
7176,84,9,101.47,Clear,25.0
7177,87,7,101.49,Mostly Cloudy,25.0
7178,88,11,101.5,Mainly Clear,25.0
7179,91,7,101.49,Clear,25.0
7180,87,7,101.48,Clear,25.0
7181,87,9,101.52,Clear,16.1
7182,86,11,101.53,Clear,16.1
7183,86,11,101.57,Clear,19.3
7184,82,6,101.6,Clear,16.1
7185,77,7,101.6,Clear,16.1
7186,71,6,101.54,Clear,16.1
7187,71,4,101.51,Clear,16.1
7188,64,9,101.43,Clear,16.1
7189,62,11,101.36,Clear,19.3
7190,60,9,101.36,Clear,19.3
7191,63,13,101.35,Clear,24.1
7192,68,19,101.3,Clear,24.1
7193,77,9,101.33,Mainly Clear,24.1
7194,80,11,101.36,Mainly Clear,25.0
7195,85,7,101.39,Mainly Clear,25.0
7196,82,15,101.38,Mostly Cloudy,19.3
7197,86,9,101.38,Mainly Clear,25.0
7198,87,4,101.41,Mainly Clear,19.3
7199,89,9,101.4,Mainly Clear,16.1
7200,92,4,101.42,Mostly Cloudy,16.1
7201,92,4,101.42,Cloudy,16.1
7202,94,6,101.41,Cloudy,19.3
7203,92,4,101.39,Cloudy,16.1
7204,92,0,101.38,Cloudy,12.9
7205,94,9,101.38,Fog,8.0
7206,92,9,101.41,Fog,9.7
7207,91,6,101.42,Fog,4.0
7208,88,11,101.46,Fog,6.4
7209,90,17,101.42,Fog,2.4
7210,91,15,101.4,Fog,2.8
7211,86,11,101.35,Fog,6.4
7212,82,17,101.26,Haze,6.4
7213,79,15,101.2,Cloudy,12.9
7214,74,15,101.14,Cloudy,24.1
7215,71,17,101.1,Cloudy,24.1
7216,70,15,101.08,Mostly Cloudy,24.1
7217,74,9,101.09,Mostly Cloudy,24.1
7218,76,9,101.15,Cloudy,25.0
7219,72,11,101.13,Cloudy,25.0
7220,67,11,101.15,Cloudy,25.0
7221,67,11,101.14,Mostly Cloudy,25.0
7222,72,13,101.13,Mostly Cloudy,25.0
7223,79,11,101.14,Mostly Cloudy,25.0
7224,84,15,101.18,Mostly Cloudy,25.0
7225,82,15,101.19,Mostly Cloudy,25.0
7226,81,11,101.22,Cloudy,25.0
7227,80,9,101.25,Cloudy,25.0
7228,82,13,101.23,Mostly Cloudy,25.0
7229,82,7,101.28,Cloudy,25.0
7230,82,7,101.29,Cloudy,25.0
7231,84,7,101.36,Cloudy,24.1
7232,84,7,101.38,Cloudy,24.1
7233,82,11,101.34,Cloudy,24.1
7234,81,9,101.32,Cloudy,24.1
7235,77,11,101.31,Cloudy,24.1
7236,74,20,101.2,Cloudy,24.1
7237,71,15,101.19,Cloudy,24.1
7238,66,20,101.13,Cloudy,24.1
7239,62,20,101.06,Cloudy,24.1
7240,62,22,101.06,Cloudy,24.1
7241,65,26,101.01,Cloudy,25.0
7242,67,24,101.0,Cloudy,25.0
7243,70,28,100.99,Cloudy,25.0
7244,72,24,101.02,Cloudy,25.0
7245,75,24,101.03,Cloudy,25.0
7246,78,32,101.01,Mostly Cloudy,25.0
7247,81,26,100.98,Cloudy,25.0
7248,82,22,100.95,Mostly Cloudy,25.0
7249,84,26,100.89,Mostly Cloudy,25.0
7250,84,26,100.82,Mostly Cloudy,25.0
7251,84,24,100.79,Cloudy,25.0
7252,83,30,100.77,Mostly Cloudy,25.0
7253,86,20,100.76,Cloudy,25.0
7254,83,33,100.72,Cloudy,25.0
7255,84,26,100.7,Cloudy,24.1
7256,82,24,100.67,Cloudy,24.1
7257,80,26,100.61,Cloudy,24.1
7258,76,28,100.57,Cloudy,24.1
7259,72,32,100.48,Cloudy,24.1
7260,69,26,100.35,Cloudy,24.1
7261,64,33,100.24,Cloudy,24.1
7262,65,44,100.13,Cloudy,24.1
7263,63,33,100.09,Cloudy,24.1
7264,70,48,100.04,Cloudy,24.1
7265,73,48,99.94,Cloudy,24.1
7266,72,44,99.83,Mostly Cloudy,25.0
7267,75,50,99.65,Mostly Cloudy,25.0
7268,74,52,99.55,Cloudy,25.0
7269,75,48,99.46,Mostly Cloudy,25.0
7270,75,50,99.37,Cloudy,25.0
7271,76,54,99.33,Cloudy,25.0
7272,75,41,99.28,Cloudy,25.0
7273,76,52,99.23,Mostly Cloudy,25.0
7274,78,37,99.31,Mostly Cloudy,25.0
7275,80,41,99.21,Rain Showers,25.0
7276,80,35,99.28,Mostly Cloudy,25.0
7277,81,37,99.32,Mainly Clear,25.0
7278,82,37,99.31,Rain Showers,25.0
7279,77,30,99.45,Rain Showers,19.3
7280,79,26,99.5,Mostly Cloudy,24.1
7281,84,22,99.52,Mostly Cloudy,24.1
7282,83,28,99.57,Mostly Cloudy,24.1
7283,92,22,99.6,Rain,4.0
7284,90,17,99.53,Mostly Cloudy,24.1
7285,72,28,99.44,Mainly Clear,24.1
7286,63,28,99.5,Mainly Clear,24.1
7287,56,33,99.47,Mainly Clear,24.1
7288,50,20,99.49,Mainly Clear,24.1
7289,51,17,99.54,Mainly Clear,24.1
7290,57,17,99.61,Mostly Cloudy,25.0
7291,61,28,99.61,Mostly Cloudy,25.0
7292,68,26,99.57,Rain Showers,25.0
7293,81,26,99.6,Rain,19.3
7294,93,17,99.49,Cloudy,25.0
7295,90,11,99.45,Rain Showers,25.0
7296,93,9,99.43,Rain Showers,16.1
7297,92,9,99.36,Mainly Clear,25.0
7298,94,11,99.41,Mainly Clear,25.0
7299,92,11,99.43,Mainly Clear,25.0
7300,87,13,99.37,Mainly Clear,25.0
7301,85,17,99.34,Mainly Clear,25.0
7302,77,11,99.24,Mostly Cloudy,25.0
7303,92,11,99.26,Mostly Cloudy,24.1
7304,88,17,99.22,Mostly Cloudy,24.1
7305,88,15,99.16,Cloudy,19.3
7306,90,19,99.14,Cloudy,16.1
7307,93,11,99.12,Rain Showers,9.7
7308,91,24,99.2,Cloudy,24.1
7309,89,20,99.26,Rain Showers,24.1
7310,90,11,99.28,Drizzle,12.9
7311,90,4,99.28,Rain Showers,24.1
7312,90,4,99.26,Cloudy,24.1
7313,90,15,99.31,Cloudy,24.1
7314,91,13,99.37,Cloudy,25.0
7315,88,7,99.37,Mostly Cloudy,25.0
7316,87,7,99.4,Mostly Cloudy,25.0
7317,90,0,99.39,Rain Showers,25.0
7318,93,0,99.4,Mostly Cloudy,25.0
7319,89,4,99.38,Cloudy,25.0
7320,93,7,99.39,Mostly Cloudy,25.0
7321,95,6,99.37,Cloudy,25.0
7322,91,4,99.35,Rain Showers,25.0
7323,88,6,99.33,Rain Showers,19.3
7324,81,0,99.32,Rain Showers,25.0
7325,83,4,99.32,Rain,25.0
7326,87,4,99.31,Cloudy,25.0
7327,84,7,99.32,Rain,24.1
7328,83,9,99.33,Rain,24.1
7329,87,9,99.34,Rain,24.1
7330,84,9,99.31,Cloudy,24.1
7331,79,11,99.29,Cloudy,24.1
7332,79,13,99.25,Cloudy,24.1
7333,79,15,99.22,Rain,24.1
7334,81,17,99.22,Drizzle,19.3
7335,89,11,99.22,Rain,12.9
7336,88,17,99.23,Rain,19.3
7337,86,17,99.26,Rain,16.1
7338,81,28,99.3,Cloudy,25.0
7339,86,22,99.33,Rain,25.0
7340,88,24,99.33,Rain,25.0
7341,88,22,99.35,Rain,25.0
7342,87,20,99.37,Rain,25.0
7343,83,19,99.38,Rain,25.0
7344,84,19,99.4,Cloudy,25.0
7345,84,20,99.42,Cloudy,25.0
7346,84,22,99.45,Cloudy,25.0
7347,87,24,99.45,Cloudy,25.0
7348,86,20,99.46,Cloudy,25.0
7349,87,19,99.46,Rain Showers,25.0
7350,88,20,99.48,Rain,25.0
7351,89,19,99.53,Rain,25.0
7352,91,17,99.58,Rain,24.1
7353,89,22,99.61,Rain,24.1
7354,90,20,99.64,Rain,24.1
7355,91,22,99.67,Drizzle,24.1
7356,91,15,99.68,Drizzle,24.1
7357,92,20,99.7,Drizzle,24.1
7358,91,20,99.7,Cloudy,24.1
7359,91,19,99.74,Cloudy,24.1
7360,91,22,99.78,Cloudy,19.3
7361,89,19,99.81,Cloudy,25.0
7362,89,15,99.87,Cloudy,25.0
7363,89,19,99.9,Rain Showers,25.0
7364,86,17,99.94,Rain Showers,25.0
7365,83,17,99.96,Cloudy,25.0
7366,84,13,100.0,Rain Showers,25.0
7367,82,13,100.02,Rain Showers,25.0
7368,81,17,100.06,Rain Showers,25.0
7369,83,13,100.1,Rain,25.0
7370,82,17,100.13,Rain,25.0
7371,79,17,100.14,Cloudy,25.0
7372,80,20,100.17,Mostly Cloudy,25.0
7373,79,19,100.22,Cloudy,25.0
7374,78,17,100.27,Mostly Cloudy,25.0
7375,80,20,100.33,Cloudy,24.1
7376,81,20,100.39,Cloudy,24.1
7377,76,22,100.42,Cloudy,25.0
7378,78,22,100.45,Rain Showers,24.1
7379,80,24,100.45,Rain Showers,24.1
7380,79,22,100.45,Drizzle,24.1
7381,84,22,100.46,Drizzle,24.1
7382,82,20,100.47,Drizzle,24.1
7383,83,24,100.52,Drizzle,24.1
7384,85,20,100.57,Drizzle,24.1
7385,83,20,100.62,Drizzle,24.1
7386,85,13,100.66,Drizzle,25.0
7387,84,15,100.69,Drizzle,25.0
7388,79,17,100.73,Cloudy,25.0
7389,75,15,100.76,Cloudy,25.0
7390,74,17,100.79,Cloudy,25.0
7391,73,17,100.82,Cloudy,25.0
7392,75,15,100.85,Mostly Cloudy,25.0
7393,76,11,100.87,Mostly Cloudy,25.0
7394,73,15,100.88,Mostly Cloudy,25.0
7395,73,17,100.88,Mostly Cloudy,25.0
7396,76,19,100.9,Cloudy,25.0
7397,75,15,100.96,Cloudy,25.0
7398,72,17,100.99,Cloudy,25.0
7399,71,15,101.05,Cloudy,25.0
7400,78,17,101.11,"Rain Showers,Snow Showers",24.1
7401,74,17,101.12,Snow Showers,24.1
7402,69,19,101.1,Mostly Cloudy,24.1
7403,67,13,101.08,Cloudy,24.1
7404,64,13,101.07,Cloudy,24.1
7405,65,11,101.09,Cloudy,24.1
7406,61,15,101.08,Cloudy,24.1
7407,58,17,101.08,Cloudy,24.1
7408,56,13,101.12,Cloudy,24.1
7409,59,13,101.17,Cloudy,24.1
7410,58,11,101.21,Cloudy,25.0
7411,61,9,101.25,Cloudy,25.0
7412,58,13,101.28,Cloudy,25.0
7413,59,13,101.3,Cloudy,25.0
7414,60,9,101.3,Cloudy,25.0
7415,61,11,101.27,Cloudy,25.0
7416,62,9,101.28,Cloudy,25.0
7417,64,11,101.27,Cloudy,25.0
7418,58,17,101.29,Cloudy,25.0
7419,53,17,101.29,Cloudy,25.0
7420,58,13,101.32,Cloudy,25.0
7421,66,11,101.34,Mostly Cloudy,25.0
7422,72,11,101.38,Mostly Cloudy,25.0
7423,66,15,101.4,Mostly Cloudy,24.1
7424,67,15,101.45,Mainly Clear,24.1
7425,60,17,101.46,Mainly Clear,24.1
7426,52,17,101.49,Mainly Clear,48.3
7427,51,17,101.47,Mostly Cloudy,48.3
7428,49,15,101.44,Mostly Cloudy,48.3
7429,47,17,101.44,Mostly Cloudy,48.3
7430,47,15,101.42,Cloudy,48.3
7431,50,20,101.41,Mostly Cloudy,24.1
7432,59,19,101.44,Snow Showers,24.1
7433,52,17,101.49,Mostly Cloudy,25.0
7434,50,20,101.57,Mostly Cloudy,25.0
7435,47,13,101.62,Mostly Cloudy,25.0
7436,52,7,101.64,Mostly Cloudy,25.0
7437,58,7,101.66,Mainly Clear,25.0
7438,57,11,101.65,Mainly Clear,25.0
7439,61,9,101.65,Mainly Clear,25.0
7440,58,15,101.68,Mainly Clear,25.0
7441,60,13,101.69,Clear,25.0
7442,68,9,101.72,Clear,25.0
7443,77,4,101.76,Clear,25.0
7444,60,0,101.76,Mostly Cloudy,25.0
7445,64,0,101.79,Mostly Cloudy,25.0
7446,75,6,101.83,Mostly Cloudy,25.0
7447,76,6,101.86,Mostly Cloudy,48.3
7448,74,6,101.89,Mainly Clear,48.3
7449,66,7,101.9,Mainly Clear,48.3
7450,62,7,101.93,Mostly Cloudy,48.3
7451,62,9,101.94,Mostly Cloudy,48.3
7452,56,17,101.89,Cloudy,48.3
7453,48,15,101.88,Mostly Cloudy,48.3
7454,49,9,101.87,Mostly Cloudy,48.3
7455,47,15,101.87,Mostly Cloudy,48.3
7456,47,13,101.87,Mostly Cloudy,48.3
7457,57,6,101.89,Mainly Clear,48.3
7458,59,4,101.89,Clear,25.0
7459,57,0,101.93,Clear,25.0
7460,65,0,101.94,Clear,25.0
7461,63,4,101.97,Clear,25.0
7462,65,4,101.98,Clear,25.0
7463,69,6,101.96,Clear,25.0
7464,67,7,101.93,Clear,25.0
7465,66,9,101.9,Clear,25.0
7466,72,7,101.94,Clear,25.0
7467,83,9,101.95,Clear,25.0
7468,85,11,102.02,Clear,25.0
7469,85,13,101.98,Clear,25.0
7470,85,13,101.92,Mainly Clear,25.0
7471,82,15,101.96,Mainly Clear,24.1
7472,80,17,102.0,Mainly Clear,24.1
7473,67,22,102.02,Mostly Cloudy,24.1
7474,60,20,102.01,Mostly Cloudy,24.1
7475,53,26,101.97,Mostly Cloudy,24.1
7476,49,26,101.88,Mostly Cloudy,24.1
7477,48,32,101.78,Mostly Cloudy,24.1
7478,49,24,101.75,Mostly Cloudy,24.1
7479,49,24,101.73,Mostly Cloudy,24.1
7480,53,26,101.7,Mostly Cloudy,24.1
7481,58,20,101.67,Mainly Clear,25.0
7482,61,19,101.68,Mostly Cloudy,25.0
7483,55,20,101.69,Mainly Clear,25.0
7484,51,26,101.65,Mostly Cloudy,25.0
7485,59,22,101.64,Mainly Clear,25.0
7486,66,22,101.58,Clear,25.0
7487,74,22,101.55,Mostly Cloudy,25.0
7488,73,26,101.54,Mostly Cloudy,25.0
7489,74,30,101.49,Mostly Cloudy,25.0
7490,69,33,101.48,Mostly Cloudy,25.0
7491,69,20,101.46,Mostly Cloudy,25.0
7492,71,26,101.44,Mostly Cloudy,25.0
7493,69,22,101.43,Mainly Clear,25.0
7494,72,19,101.42,Mainly Clear,25.0
7495,74,26,101.44,Mostly Cloudy,24.1
7496,72,20,101.46,Mostly Cloudy,24.1
7497,68,19,101.45,Cloudy,24.1
7498,63,30,101.41,Mostly Cloudy,24.1
7499,62,30,101.38,Mostly Cloudy,24.1
7500,58,24,101.29,Mostly Cloudy,24.1
7501,56,26,101.24,Mostly Cloudy,24.1
7502,54,26,101.21,Mostly Cloudy,24.1
7503,54,20,101.18,Mostly Cloudy,24.1
7504,55,19,101.17,Mostly Cloudy,24.1
7505,58,13,101.2,Mostly Cloudy,24.1
7506,67,7,101.25,Mostly Cloudy,25.0
7507,69,9,101.27,Mostly Cloudy,25.0
7508,62,19,101.28,Mostly Cloudy,25.0
7509,69,13,101.24,Mainly Clear,25.0
7510,72,11,101.21,Mainly Clear,25.0
7511,76,7,101.19,Mainly Clear,25.0
7512,84,7,101.21,Mainly Clear,25.0
7513,85,7,101.18,Mainly Clear,25.0
7514,86,7,101.19,Clear,25.0
7515,86,7,101.19,Clear,25.0
7516,87,7,101.2,Clear,25.0
7517,91,7,101.22,Mainly Clear,25.0
7518,89,7,101.25,Mainly Clear,25.0
7519,88,7,101.3,Mostly Cloudy,24.1
7520,86,7,101.36,Mostly Cloudy,48.3
7521,76,17,101.34,Mostly Cloudy,48.3
7522,66,19,101.36,Cloudy,48.3
7523,58,20,101.36,Mostly Cloudy,48.3
7524,60,22,101.31,Mostly Cloudy,48.3
7525,59,20,101.26,Cloudy,24.1
7526,58,20,101.27,Mostly Cloudy,24.1
7527,62,24,101.29,Cloudy,24.1
7528,63,26,101.32,Cloudy,24.1
7529,66,22,101.36,Cloudy,25.0
7530,69,15,101.42,Cloudy,25.0
7531,70,15,101.45,Cloudy,25.0
7532,72,11,101.47,Cloudy,25.0
7533,75,9,101.54,Cloudy,25.0
7534,76,11,101.48,Mostly Cloudy,25.0
7535,80,15,101.5,Mostly Cloudy,25.0
7536,84,13,101.55,Mostly Cloudy,25.0
7537,81,9,101.62,Mostly Cloudy,25.0
7538,79,9,101.66,Mainly Clear,25.0
7539,68,11,101.75,Mainly Clear,25.0
7540,71,11,101.84,Mainly Clear,25.0
7541,71,6,101.98,Mainly Clear,25.0
7542,71,9,102.07,Mainly Clear,25.0
7543,71,13,102.22,Clear,24.1
